word_pos_lemma_id	F
abhominables_ADJ_suj_masc_pl_abominable_w_loth_s212343_8 en_PRE_en1_en_w_loth_s212343_9	1
abhominables_ADJ_suj_masc_sg_abominable_w_beati_s34789_1 et_CON_coord_et_w_beati_s34789_2	1
acceptables_ADJ_suj_masc_sg_acceptable_w_reis_s342645_7 e_CON_coord_et_w_reis_s342645_8	1
acointables_ADJ_suj_masc_sg_acointable_w_rose_s378290_1 et_CON_coord_et_w_rose_s378290_2	1
acointes_ADJ_obj_masc_pl_acointe_w_mir_s238937_5 a_VER_pres_3_sg_a3_a_w_mir_s238938_1	1
acointes_ADJ_obj_masc_pl_acointier_w_remi_s349147_2 et_CON_coord_et_w_remi_s349147_3	1
acointes_ADJ_suj_masc_sg_acointe_w_mir_s240247_6 orgiuelz_NOM_suj_masc_sg_orgueil_w_mir_s240248_1	1
acointes_ADJ_suj_masc_sg_acointe_w_vergif_s417451_6 au_PREDET_a_obj_masc_sg_a+le_le_w_vergif_s417452_1	1
acointes_ADJ_suj_masc_sg_acointe_w_vergih_s419372_6 au_PREDET_a_obj_masc_sg_a+le_le_w_vergih_s419373_1	1
adjuables_ADJ_suj_masc_pl_UNKNOWN_w_greg2_s168047_5 en_PRE_en1_en_w_greg2_s168048_1	1
aggreables_ADJ_suj_masc_pl_agreable_w_clef_s74634_6 ou_PROCON_o_où_w_clef_s74635_1	1
agraables_ADJ_obj_femi_pl_UNKNOWN_w_ndchar_s262220_1 et_CON_coord_et_w_ndchar_s262220_2	1
agreables_ADJ_obj_femi_pl_agreable_w_ndchar_s260647_4 et_CON_coord_et_w_ndchar_s260648_1	1
agreables_ADJ_suj_masc_sg_agreable_w_amou_s16430_6 et_CON_coord_et_w_amou_s16431_1	1
agues_ADJ_obj_femi_pl_agu_w_best_s46052_5 e_CON_coord_et_w_best_s46053_1	1
agues_ADJ_obj_femi_pl_agu_w_ndchar_s259012_3 ert_VER_impf_3_sg_estre1_estre_w_ndchar_s259013_1	1
agues_ADJ_obj_femi_pl_agu_w_nima1_s267799_8 apres_PRE_apres_après_w_nima1_s267800_1	1
agues_ADJ_obj_femi_pl_agu_w_nima3_s270343_8 apres_PRE_apres_après_w_nima3_s270344_1	1
agues_ADJ_obj_femi_pl_agu_w_nima4_s271823_8 apres_PRE_apres_après_w_nima4_s271824_1	1
agues_ADJ_suj_femi_pl_agu_w_psautier_s336295_5 od_PRE_o4_o_w_psautier_s336296_1	1
agues_ADJ_suj_femi_pl_agu_w_rose_s378721_4 orties_NOM_suj_femi_pl_ortie_w_rose_s378722_1	1
aidables_ADJ_suj_masc_sg_aidable_w_chro_s69980_6 en_PRE_en1_en_w_chro_s69981_1	1
aidables_ADJ_suj_masc_sg_aidable_w_chro_s70258_1 ert_VER_impf_3_sg_estre1_estre_w_chro_s70258_2	1
aidaubles_ADJ_obj_masc_pl_UNKNOWN_w_abreja_s2713_17 et_CON_coord_et_w_abreja_s2713_18	1
aigres_ADJ_obj_masc_pl_aigre_w_clef_s73849_2 aguillons_NOM_obj_masc_pl_aguillon_w_clef_s73849_3	1
aigres_ADJ_suj_masc_sg_aigre_w_cass_s58050_6 il_PRO_pers_suj_3_masc_sg_unb_il_w_cass_s58050_7	1
aigues_ADJ_obj_femi_pl_aigue_ewe_w_best_s45973_3 e_CON_coord_et_w_best_s45973_4	1
alegres_ADJ_suj_masc_sg_haliegre_w_alia_s10592_7 e_CON_coord_et_w_alia_s10592_8	1
alegres_ADJ_suj_masc_sg_haliegre_w_thibo_s404091_6 en_PRE_en1_en_w_thibo_s404091_7	1
alienes_ADJ_obj_femi_pl_alien_w_sergbH_s393344_2 ueies_NOM_obj_femi_pl_voie_w_sergbH_s393344_3	1
altismes_ADJ_suj_masc_sg_altisme_w_psautier_s333016_4 est_VER_pres_3_sg_ester_estre1_w_psautier_s333016_5	1
altres_ADJ_obj_femi_pl_autre_w_alia_s9782_4 a_VER_pres_3_sg_a3_a_w_alia_s9782_5	1
altres_ADJ_obj_femi_pl_autre_w_sergbH_s392889_3 uertuz_NOM_obj_femi_pl_vertu_w_sergbH_s392889_4	1
altres_ADJ_obj_femi_pl_autre_w_stsilv_s395814_4 aventures_NOM_obj_femi_pl_aventure_w_stsilv_s395814_5	1
altres_ADJ_obj_masc_pl_autre_w_alexo_s7745_7 i_PRO_clit_i2_i_y_w_alexo_s7745_8	1
altres_ADJ_obj_masc_pl_autre_w_bern2_s41366_4 ensi_ADV_ainsi_w_bern2_s41366_5	1
altres_ADJ_obj_masc_pl_autre_w_best_s47197_4 oisels_NOM_obj_masc_pl_oisel_w_best_s47197_5	1
altres_ADJ_obj_masc_pl_autre_w_best_s47985_3 ovrers_NOM_obj_masc_pl_ovrier1_w_best_s47985_4	1
altres_ADJ_obj_masc_pl_autre_w_best_s48009_5 ovrers_NOM_obj_masc_pl_ovrier1_w_best_s48009_6	1
altres_ADJ_obj_masc_pl_autre_w_carem_s55147_10 et_CON_coord_et_w_carem_s55148_1	1
altres_ADJ_obj_masc_pl_autre_w_chret1_s65219_19 atains_VER_pper_masc_pl_ataindre_w_chret1_s65219_20	1
altres_ADJ_obj_masc_pl_autre_w_chret1_s65240_22 amis_NOM_obj_masc_pl_ami_w_chret1_s65240_23	1
altres_ADJ_obj_masc_pl_autre_w_chret2_s66908_4 avoec_PRE_avuec_w_chret2_s66908_5	1
altres_ADJ_obj_masc_pl_autre_w_evrat1_s114355_3 estrumens_NOM_obj_masc_pl_UNKNOWN_w_evrat1_s114355_4	1
altres_ADJ_obj_masc_pl_autre_w_evrat1_s116268_5 escharnis_VER_pper_masc_pl_escharnir_w_evrat1_s116268_6	1
altres_ADJ_obj_masc_pl_autre_w_fablesY_s151087_3 a_PRE_avoir_w_fablesY_s151087_4	1
altres_ADJ_obj_masc_pl_autre_w_fablesY_s151105_5 abaer_VER_infi_abaer_w_fablesY_s151105_6	1
altres_ADJ_obj_masc_pl_autre_w_fablesY_s151410_3 uolt_VER_simp_3_sg_valoir_voler_voloir_w_fablesY_s151410_4	1
altres_ADJ_obj_masc_pl_autre_w_moral_s243452_10 est_VER_pres_3_sg_ester_estre1_w_moral_s243452_11	1
altres_ADJ_obj_masc_pl_autre_w_moral_s243684_8 aidier_VER_infi_aidier_w_moral_s243684_9	1
altres_ADJ_obj_masc_pl_autre_w_moral_s245077_2 avrat_VER_futu_3_sg_avoir_w_moral_s245077_3	1
altres_ADJ_obj_masc_pl_autre_w_moral_s245399_3 un_DET_ndf_obj_masc_sg_un_w_moral_s245399_4	1
altres_ADJ_obj_masc_pl_autre_w_papgreg2_s290459_24 apeleiz_VER_pper_masc_pl_apeler_w_papgreg2_s290459_25	1
altres_ADJ_obj_masc_pl_autre_w_papgreg2_s290594_44 apressent_VER_pres_3_pl_apresser_w_papgreg2_s290594_45	1
altres_ADJ_obj_masc_pl_autre_w_pera_s291781_4 avoec_PRE_avuec_w_pera_s291781_5	1
altres_ADJ_obj_masc_pl_autre_w_perf_s307461_2 uaslez_NOM_obj_masc_pl_vaslet_w_perf_s307461_3	1
altres_ADJ_obj_masc_pl_autre_w_perh_s308211_4 amis_NOM_obj_masc_pl_ami_w_perh_s308211_5	1
altres_ADJ_obj_masc_pl_autre_w_perr_s317810_5 atains_VER_pper_masc_pl_ataindre_w_perr_s317810_6	1
altres_ADJ_obj_masc_pl_autre_w_perr_s317858_4 amis_NOM_obj_masc_pl_ami_w_perr_s317858_5	1
altres_ADJ_obj_masc_pl_autre_w_reis_s341527_1 ocist_VER_simp_3_sg_ocire_w_reis_s341527_2	1
altres_ADJ_obj_masc_pl_autre_w_reis_s342845_9 e_CON_coord_et_w_reis_s342845_10	1
